mysql> SELECT * FROM students WHERE YEAR(date_of_birth) = 1990;
+------+-----------+--------------+------------+---------------+------------------+----------------+---------------------+----------------------------------+
| id   | degree_id | name         | surname    | date_of_birth | fiscal_code      | enrolment_date | registration_number | email                            |
| 4194 |        58 | Gianmarco     | Martinelli | 1986-07-10    | ADONMZ29E40K619B | 2020-10-29     | 624226              | noel48@gmail.com                     |
| 4195 |         7 | Santo         | Mariani    | 1985-09-27    | FJQZBD67T21O843J | 2019-11-30     | 624227              | xdangelo@basile.it                   |
| 4196 |        19 | Maika         | Greco      | 1975-08-08    | BYVWVW50B95B156P | 2019-08-26     | 624228              | soriana31@costantini.org             |
| 4197 |        40 | Flaviana      | Greco      | 1975-11-30    | FUQHPV18G30R929Z | 2019-04-03     | 624229              | hmoretti@carbone.net                 |
| 4198 |         7 | Miriam        | Pellegrino | 1987-07-07    | GOBSCI12W16D515G | 2019-11-01     | 624230              | maristella03@bellini.it              |
| 4201 |        34 | Giuliano      | Marino     | 1988-08-09    | ESILUZ49Z98N036T | 2019-06-28     | 624233              | jgallo@benedetti.com                 |
| 4202 |        53 | Zelida        | De Angelis | 1985-07-16    | FARXUT38Q09C630V | 2019-03-30     | 624234              | scaruso@yahoo.com                    |
| 4204 |        50 | Benedetta     | Barbieri   | 1971-12-03    | RFCOOG73I95N859F | 2020-05-19     | 624236              | coppola.osvaldo@yahoo.com            |
| 4205 |        71 | Noemi         | Ferri      | 1990-10-28    | WLXLAL41R35A937E | 2018-10-20     | 624237              | edvige58@hotmail.com                 |
| 4208 |        22 | Vitalba       | Pellegrini | 1977-04-11    | JDIVVN48E97C447U | 2020-10-13     | 624240              | clea17@yahoo.it                      |
| 4210 |         3 | Noemi         | Rossetti   | 1977-11-21    | EZXGEK94X28L131H | 2021-06-02     | 624242              | violante.barbieri@guerra.it          |
| 4211 |        50 | Naomi         | Vitali     | 1986-11-02    | UJFZTJ89T38O643A | 2020-01-02     | 624243              | cira19@conti.net                     |
| 4212 |         7 | Penelope      | Coppola    | 1991-07-21    | NRSLAI04T20C231J | 2019-12-11     | 624244              | concetta.neri@libero.it              |
| 4214 |        17 | Cira          | Galli      | 1981-09-06    | XIUDSV20Z22D938Z | 2020-10-14     | 624246              | gentile.vera@palmieri.com            |
| 4215 |        70 | Irene         | De rosa    | 1978-03-08    | AJGMGP17V46D435U | 2018-10-01     | 624247              | samira33@email.it                    |
| 4216 |        69 | Emilia        | Silvestri  | 1983-11-18    | ASXUKD69L11L648G | 2020-08-22     | 624248              | osea42@yahoo.it                      |
| 4218 |        61 | Vania         | Battaglia  | 1976-03-18    | HJZJWQ34S07P749I | 2019-11-28     | 624250              | bianco.sebastian@libero.it           |
| 4220 |        14 | Felicia       | Coppola    | 1977-03-27    | JHKBOX39B50Q154E | 2019-04-24     | 624252              | sarita.rizzi@riva.net                |
| 4221 |        27 | Sebastian     | Piras      | 1971-10-06    | MJGOTQ15A31U205F | 2019-12-13     | 624253              | kvalentini@gmail.com                 |
| 4222 |         6 | Filomena      | Fontana    | 1991-04-18    | JHMNMH37R39K800S | 2020-04-02     | 624254              | anastasio.pagano@hotmail.com         |
| 4224 |         9 | Fernando      | Rizzo      | 1975-03-19    | TGUNLR18D32I785H | 2018-08-06     | 624256              | lmonti@ferri.org                     |
| 4226 |        33 | Fiorenzo      | Amato      | 1974-07-22    | JDQJLT16C13W046F | 2019-06-28     | 624258              | giovanna.giordano@testa.com          |
| 4227 |        38 | Erminio       | Mariani    | 1991-03-23    | WOSNCR50C96U170I | 2020-10-03     | 624259              | odino.palumbo@caruso.it              |
| 4228 |        62 | Tolomeo       | Lombardo   | 1981-09-16    | ZDCPNG52I70N122R | 2021-01-31     | 624260              | derosa.fortunata@benedetti.it        |
| 4229 |        19 | Selvaggia     | Sanna      | 1977-09-20    | UHALFQ02M66L974J | 2020-06-01     | 624261              | orlando.olo@gmail.com                |
| 4231 |        44 | Patrizio      | Sanna      | 1978-01-11    | MJGOOM39J67V899S | 2020-03-01     | 624263              | isabel.benedetti@yahoo.com           |
| 4232 |        65 | Silvano       | Marino     | 1983-09-20    | KJZHQC97O69D115U | 2019-02-28     | 624264              | derosa.bibiana@leone.com             |
| 4233 |        10 | Ursula        | Valentini  | 1972-07-19    | MXSXNX17X86H894W | 2021-05-18     | 624265              | zelida.pagano@serra.org              |
| 4234 |        70 | Lucia         | Ferrari    | 1978-12-20    | HDSBLR50N07K815W | 2019-06-28     | 624266              | rinaldi.damiano@sanna.it             |
| 4235 |        27 | Ortensia      | Ferri      | 1984-03-26    | EWINFU79A59L860L | 2021-06-06     | 624267              | testa.mietta@email.it                |
| 4236 |         9 | Pericle       | Lombardo   | 1994-12-25    | RCCVYQ32D08A407E | 2018-06-17     | 624268              | orfeo.gentile@barbieri.it            |
| 4237 |        23 | Timothy       | Vitali     | 1974-10-25    | JAYVOX59D87Q193M | 2021-05-17     | 624269              | vitalba.negri@rossi.it               |
| 4238 |        25 | Costanzo      | Esposito   | 1986-05-09    | GAPLVU12I13W224H | 2019-05-19     | 624270              | ione02@rossetti.com                  |
| 4239 |        26 | Aaron         | De Santis  | 1978-08-21    | WABOWQ25B75K952Y | 2019-08-10     | 624271              | rizzo.egisto@giuliani.it             |
| 4240 |        17 | Carlo         | Monti      | 1990-01-29    | NUPISH63Z12B561H | 2019-05-05     | 624272              | albino03@giuliani.it                 |
| 4241 |        19 | Fortunata     | Palmieri   | 1979-11-24    | VRVNJW66K74Y488Q | 2021-05-15     | 624273              | rossetti.olimpia@barbieri.com        |
| 4242 |         2 | Ivano         | Longo      | 1990-08-13    | NXXFBL94J18P949D | 2021-04-04     | 624274              | pagano.maika@libero.it               |
| 4243 |        67 | Giulietta     | Mariani    | 1982-06-08    | QNDCQN15U00J584R | 2020-04-19     | 624275              | romeo53@riva.it                      |
| 4244 |        72 | Lia           | D'angelo   | 1980-09-03    | SBMAPM16Z72I312F | 2019-10-20     | 624276              | gatti.sesto@libero.it                |
| 4245 |        32 | Miriana       | Benedetti  | 1978-02-06    | RNMKQU40S36N536K | 2018-07-14     | 624277              | gianmaria87@cattaneo.it              |
| 4246 |        20 | Isira         | Russo      | 1990-01-27    | LUSCMA34Q51X051C | 2019-04-28     | 624278              | yorlando@libero.it                   |
| 4247 |        27 | Deborah       | Fontana    | 1990-04-30    | CLYUSL87Y54W949D | 2018-11-20     | 624279              | giovanna.rossi@hotmail.com           |
| 4248 |         2 | Kai           | Moretti    | 1991-06-30    | YNWALH40T43U751S | 2018-08-03     | 624280              | pierfrancesco.rizzo@yahoo.com        |
| 4249 |        18 | Domiziano     | Milani     | 1988-11-15    | CJGQGH85F90V283Q | 2020-02-01     | 624281              | elsa.leone@testa.com                 |
| 4250 |        38 | Lucia         | Costa      | 1989-04-22    | IWTNOA13T86O450A | 2019-10-14     | 624282              | omar.damico@gmail.com                |
| 4251 |        32 | Secondo       | Donati     | 1972-09-01    | KRJMRH67D05O217G | 2020-03-21     | 624283              | noah68@yahoo.com                     |
| 4252 |        44 | Zaccaria      | Rossetti   | 1982-04-17    | SGRSNC86A61B270P | 2020-10-13     | 624284              | maristella26@hotmail.com             |
| 4253 |        73 | Matilde       | Fontana    | 1985-12-09    | CVAKTE47A08C491J | 2020-10-15     | 624285              | evita.gatti@marchetti.it             |
| 4254 |        73 | Artes         | Marini     | 1977-06-09    | LRPCPA20A11X880F | 2018-06-27     | 624286              | armando20@palmieri.com               |
| 4255 |        64 | Marieva       | Costantini | 1979-02-12    | MGMFUF51J38L028X | 2021-03-19     | 624287              | moretti.danuta@ferri.com             |
| 4256 |        28 | Ninfa         | Ferri      | 1982-01-27    | ZILAUT36P21S789J | 2020-12-08     | 624288              | tconti@hotmail.com                   |
| 4259 |        72 | Enzo          | Romano     | 1979-10-06    | JFRYUN17M08O006O | 2021-01-17     | 624291              | filomena.bianchi@hotmail.com         |
| 4260 |        69 | Grazia        | Vitali     | 1983-10-17    | AEBDZW22A89O894L | 2019-05-22     | 624292              | dlombardi@gmail.com                  |
| 4261 |        23 | Diana         | Gallo      | 1988-02-08    | WESXNT61L90S175K | 2020-01-16     | 624293              | rcolombo@marini.com                  |
| 4262 |        58 | Michael       | Pellegrini | 1976-04-15    | ZMKIGF63D41Y804F | 2019-05-10     | 624294              | sneri@bellini.com                    |
| 4263 |        74 | Omar          | Fabbri     | 1979-07-19    | ENSKNJ59S41X471U | 2018-11-05     | 624295              | fabbri.giacobbe@yahoo.com            |
| 4264 |        67 | Vania         | Rizzo      | 1975-09-09    | PVZYCI70T31Y279H | 2020-08-24     | 624296              | giacinta.ferrari@damico.it           |
| 4265 |        10 | Fatima        | Pellegrino | 1978-03-14    | YLLLSB48X97Y406J | 2019-11-18     | 624297              | ssantoro@greco.com                   |
| 4267 |        59 | Quasimodo     | De rosa    | 1977-06-05    | DXLCHC49V22N920S | 2019-09-24     | 624299              | kmessina@hotmail.com                 |
| 4268 |        17 | Umberto       | Lombardo   | 1991-10-17    | QEMQSQ62D44C565C | 2020-02-03     | 624300              | pagano.maika@costantini.org          |
| 4270 |        44 | Adriano       | Cattaneo   | 1982-11-09    | GLTZQO26F71O550F | 2018-12-25     | 624302              | qesposito@email.it                   |
| 4271 |         3 | Albino        | Bernardi   | 1987-05-23    | HIBZKL33N52T399Z | 2020-12-31     | 624303              | selvaggia.benedetti@yahoo.com        |
| 4273 |        60 | Vitalba       | Carbone    | 1974-02-17    | QTHMMH96X63V834O | 2018-12-14     | 624305              | martini.ione@hotmail.com             |
| 4274 |        54 | Jelena        | Villa      | 1983-03-31    | WZXPFS78N42C382G | 2019-07-17     | 624306              | enrica51@yahoo.it                    |
| 4275 |        33 | Manuele       | Rossetti   | 1974-12-03    | OKVPXY79Y27P040E | 2020-10-30     | 624307              | abramo.fabbri@yahoo.it               |
| 4276 |        22 | Manfredi      | Ricci      | 1980-10-29    | KCACVY39U81Q425J | 2021-03-05     | 624308              | ferrari.celeste@yahoo.com            |
| 4277 |        26 | Sandro        | Ferrara    | 1980-08-25    | KXRCUA32O04F174Y | 2019-12-10     | 624309              | egisto.sanna@barbieri.com            |
| 4278 |        48 | Pacifico      | Sanna      | 1986-09-12    | DCMDPS55N72O973J | 2020-07-08     | 624310              | romano.ermes@email.it                |
| 4279 |         9 | Lidia         | Guerra     | 1977-12-08    | EMYHAT92W84C731A | 2021-06-06     | 624311              | russo.loris@libero.it                |
| 4280 |        25 | Odone         | Lombardi   | 1984-12-06    | BXOEUB74H03G642N | 2019-07-16     | 624312              | uricci@email.it                      |
| 4281 |        30 | Helga         | Martinelli | 1971-07-23    | ZWLBEL44I02Q140S | 2018-10-12     | 624313              | dsanna@hotmail.com                   |
| 4282 |         1 | Kai           | Messina    | 1989-02-26    | UHLRNA82R41U347N | 2019-08-31     | 624314              | ricci.sabino@rinaldi.it              |
| 4283 |        32 | Muzio         | Donati     | 1972-09-26    | WWXITL17U50P769Y | 2018-08-01     | 624315              | odesantis@colombo.it                 |
| 4284 |        39 | Raniero       | Ruggiero   | 1990-08-26    | LBNTCW60V96R336A | 2019-08-18     | 624316              | sala.raoul@hotmail.com               |
| 4285 |         4 | Maika         | Battaglia  | 1991-05-06    | FWWINR76Z29N455L | 2020-02-26     | 624317              | bianchi.ippolito@testa.com           |
| 4286 |        20 | Vera          | Caputo     | 1974-04-30    | OBYCEQ72L89S885Q | 2021-03-01     | 624318              | augusto33@yahoo.it                   |
| 4287 |        10 | Alessandro    | Monti      | 1974-10-22    | BQRRBX13M58K343Y | 2019-03-07     | 624319              | alighiero.vitale@rizzo.org           |
| 4288 |        58 | Primo         | Battaglia  | 1972-05-19    | ZIAWCC51C05A410U | 2019-01-17     | 624320              | audenico.conti@hotmail.com           |
| 4289 |        65 | Eliziario     | Palumbo    | 1993-01-24    | MPVZMA28K38U797U | 2019-03-26     | 624321              | nathan.coppola@deluca.com            |
| 4290 |        19 | Ione          | Martinelli | 1980-04-15    | PXQMNZ54D66H155L | 2020-08-21     | 624322              | xmancini@russo.it                    |
| 4291 |        55 | Costanzo      | Rossetti   | 1994-03-23    | VUFKVY64B31Z587V | 2019-08-06     | 624323              | deborah.greco@riva.org               |
| 4292 |        51 | Nicoletta     | Mancini    | 1994-05-20    | LWYZYQ53R12B084Y | 2018-08-05     | 624324              | ercole68@yahoo.it                    |
| 4293 |        16 | Luigi         | Martinelli | 1985-01-06    | CJJWQH73D22B426P | 2019-12-26     | 624325              | agalli@email.it                      |
| 4296 |        25 | Dylan         | Ricci      | 1985-07-20    | NOAKMR48J77P501K | 2019-10-13     | 624328              | eustachio.conte@sorrentino.it        |
| 4297 |        42 | Tosca         | Guerra     | 1975-09-24    | NHRPRK93P45A496X | 2019-04-28     | 624329              | glongo@hotmail.com                   |
| 4298 |        58 | Arduino       | Costa      | 1986-02-17    | VHWTNR36P66F160N | 2019-06-25     | 624330              | sdamico@romano.it                    |
| 4300 |        75 | Celeste       | Esposito   | 1985-10-26    | ZHRAKT65L33J753I | 2020-03-26     | 624332              | maika84@carbone.com                  |
| 4301 |        67 | Lucrezia      | Messina    | 1975-05-26    | NJIROW34V20P988H | 2020-06-02     | 624333              | arossi@guerra.com                    |
| 4302 |        73 | Guendalina    | Palmieri   | 1990-04-24    | PSPNTP35I63W553G | 2020-12-03     | 624334              | caruso.cassiopea@yahoo.it            |
| 4304 |        50 | Tazio         | Caputo     | 1985-09-16    | DJXRCU54R59R786Z | 2021-01-08     | 624336              | osea.greco@email.it                  |
| 4306 |        65 | Rosita        | Rizzo      | 1977-10-21    | MQBANN07K12Y476E | 2021-06-03     | 624338              | uvitale@gmail.com                    |
| 4307 |        42 | Moreno        | Vitale     | 1974-11-07    | FETAPP42A94S669N | 2021-05-02     | 624339              | rinaldi.donatella@hotmail.com        |
| 4308 |        68 | Rosalba       | Palmieri   | 1984-04-02    | ODERED54X81M050Q | 2020-11-30     | 624340              | gatti.vania@amato.org                |
| 4309 |        72 | Giuliano      | Farina     | 1976-02-01    | QEPJGZ86P70G719G | 2018-11-28     | 624341              | diamante83@coppola.com               |
| 4310 |        66 | Jelena        | Palumbo    | 1985-06-02    | LEWLHV10A49W263E | 2019-08-22     | 624342              | davide.santoro@giordano.com          |
| 4311 |        35 | Osvaldo       | De luca    | 1980-01-15    | XTSPZL36T82I213E | 2020-07-25     | 624343              | odone17@gmail.com                    |
| 4312 |         2 | Arcibaldo     | Pagano     | 1982-09-03    | UWFJQQ41L85U914U | 2021-02-02     | 624344              | mercedes15@ferrara.com               |
| 4313 |         7 | Anastasio     | Barone     | 1990-09-09    | OEUCCX11B10Y282Y | 2019-12-17     | 624345              | sibilla.marino@yahoo.com             |
| 4314 |        23 | Cesidia       | Parisi     | 1974-05-19    | FPBXOI06L58I998F | 2019-06-28     | 624346              | marieva.giuliani@desantis.com        |
| 4315 |        52 | Maria         | Benedetti  | 1983-07-21    | BCGORF04T59D687B | 2021-05-14     | 624347              | zelida57@riva.com                    |
| 4316 |         9 | Laerte        | Grassi     | 1987-07-23    | OBSRQY78Z22U512N | 2021-01-03     | 624348              | gbarbieri@rizzi.com                  |
| 4318 |        66 | Umberto       | Colombo    | 1980-09-10    | ZVESYI49A50O042F | 2019-02-22     | 624350              | ydeangelis@silvestri.net             |
| 4319 |        69 | Benedetta     | Ferrari    | 1974-10-30    | XNTHIM83J90M920N | 2019-07-20     | 624351              | bettino59@colombo.com                |
| 4320 |         3 | Muzio         | Caputo     | 1980-03-02    | HXAGJV80Q00U237L | 2020-08-21     | 624352              | pbruno@morelli.org                   |
| 4321 |        46 | Rosolino      | Russo      | 1982-05-03    | HBSAND64T33B289F | 2020-04-03     | 624353              | vitalba.palmieri@conte.it            |
| 4322 |        20 | Piersilvio    | Vitale     | 1973-04-04    | VNRBMR36R55P347A | 2019-06-29     | 624354              | zelida.testa@yahoo.it                |
| 4323 |        34 | Amos          | Donati     | 1987-10-03    | KZFWLE75X73A859U | 2021-01-25     | 624355              | guido.testa@giordano.it              |
| 4324 |        36 | Clea          | Messina    | 1991-02-02    | HCEBWE16W55L633S | 2020-10-06     | 624356              | parisi.armando@gmail.com             |
| 4325 |        69 | Rita          | Pellegrino | 1993-09-19    | JLPOGQ16S25C332U | 2019-06-04     | 624357              | xferrara@email.it                    |
| 4326 |        72 | Miriana       | D'angelo   | 1975-06-20    | CPJGUG61D03P145E | 2020-10-20     | 624358              | martino.enrico@email.it              |
| 4327 |        25 | Edipo         | Giuliani   | 1993-06-15    | FEYGDO07L62A602C | 2021-02-11     | 624359              | cesidia.monti@yahoo.com              |
| 4329 |        61 | Anastasio     | Palumbo    | 1976-06-28    | KYCUCB34Y41C556J | 2021-04-10     | 624361              | ludovico.valentini@romano.com        |
| 4330 |        60 | Mirco         | Fontana    | 1978-03-08    | FKFQLU89C20T180S | 2020-08-04     | 624362              | joshua71@gmail.com                   |
| 4333 |        25 | Tolomeo       | Palumbo    | 1988-07-16    | YCPDMW16Y53N779L | 2019-03-04     | 624365              | kristel.derosa@email.it              |
| 4334 |        48 | Emanuel       | Farina     | 1981-04-22    | YIWTLF28D37P387X | 2019-12-14     | 624366              | adangelo@hotmail.com                 |
| 4337 |        47 | Anselmo       | Lombardi   | 1981-07-30    | OTMPMQ83N72Z593P | 2020-02-05     | 624369              | lidia.grasso@fontana.com             |
| 4339 |        31 | Erminio       | Rossi      | 1985-06-03    | TVHJJO81A60Q198F | 2018-09-12     | 624371              | damico.doriana@grassi.org            |
| 4340 |        66 | Ferdinando    | Fabbri     | 1994-03-04    | RKLQTP88R61E525S | 2019-07-08     | 624372              | maristella.lombardi@gatti.com        |
| 4341 |        57 | Gabriele      | Barbieri   | 1986-11-08    | LFEFNQ34P45Q360T | 2018-08-05     | 624373              | anegri@gmail.com                     |
| 4342 |        49 | Joseph        | Lombardi   | 1978-04-14    | ZZRWLE07C94W029N | 2018-10-15     | 624374              | loretta.rossi@yahoo.com              |
| 4343 |        42 | Shaira        | Rossi      | 1971-06-25    | WKVWDT31G10A873X | 2018-12-28     | 624375              | prisca80@email.it                    |
| 4345 |        42 | Lidia         | Rizzo      | 1990-12-28    | DLSWZT77E26S937R | 2020-04-30     | 624377              | luna44@russo.it                      |
| 4347 |        70 | Luce          | Villa      | 1973-10-16    | AAGWCA00F96G294B | 2018-08-27     | 624379              | sueellen49@galli.com                 |
| 4348 |        58 | Felicia       | Ferrari    | 1979-08-02    | PLNMOT39T50A999W | 2019-03-01     | 624380              | joey15@gmail.com                     |
| 4349 |        24 | Domingo       | Amato      | 1987-11-01    | VMOTIP10C72R518D | 2020-11-08     | 624381              | evita.negri@libero.it                |
| 4350 |        75 | Osea          | Esposito   | 1982-02-04    | ZRDPXK29Y44A978V | 2019-08-24     | 624382              | guerra.moreno@yahoo.com              |
| 4351 |        70 | Nicoletta     | Morelli    | 1974-05-15    | EMAVTX51W64F804L | 2021-02-22     | 624383              | ferretti.nestore@libero.it           |
| 4352 |        31 | Doriana       | Ferri      | 1991-02-23    | QMEWWZ46C51L732N | 2019-11-25     | 624384              | felicia14@sanna.com                  |
| 4354 |        60 | Maristella    | De rosa    | 1973-07-01    | CRIJMG76N94I934E | 2020-03-23     | 624386              | sriva@damico.it                      |
| 4355 |        30 | Fabio         | Rossetti   | 1983-01-29    | RBDKQZ67R53H302C | 2019-08-11     | 624387              | xgreco@guerra.com                    |
| 4356 |        64 | Romolo        | Martini    | 1986-06-18    | SGJMHQ73J96V614S | 2020-07-29     | 624388              | romano.jari@costantini.it            |
| 4357 |        31 | Prisca        | Farina     | 1985-09-29    | MWZNHD60Q97B088G | 2021-06-01     | 624389              | deangelis.ercole@yahoo.it            |
| 4359 |        38 | Luce          | Rinaldi    | 1975-04-15    | HILYWZ27V67G804P | 2020-08-24     | 624391              | jole.derosa@ricci.it                 |
| 4360 |        50 | Jelena        | Montanari  | 1990-07-27    | YMYDTY40F06U075G | 2020-10-31     | 624392              | colombo.gerlando@yahoo.it            |
| 4361 |        16 | Antonino      | Bianchi    | 1976-02-29    | JBNVRU52B24U201I | 2019-01-24     | 624393              | wcattaneo@rossi.it                   |
| 4362 |        13 | Celeste       | Mancini    | 1980-04-22    | EJAIHV88C83J921B | 2020-12-31     | 624394              | tgreco@libero.it                     |
| 4364 |        73 | Lino          | Monti      | 1994-04-14    | NISKCB93B79U336S | 2020-04-29     | 624396              | ygallo@esposito.it                   |
| 4365 |        54 | Lucia         | Caruso     | 1987-05-15    | ZJWOLA00O52Z987F | 2019-11-08     | 624397              | mvitali@gmail.com                    |
| 4366 |        55 | Elda          | Martino    | 1991-08-04    | LJMOZU18P06P353L | 2018-12-06     | 624398              | sbattaglia@libero.it                 |
| 4367 |         9 | Nicoletta     | Parisi     | 1992-09-06    | LJCAEQ70K58K517A | 2020-10-26     | 624399              | lorenzo.messina@libero.it            |
| 4368 |        29 | Assia         | D'angelo   | 1994-11-04    | BDBDPP44E03B058H | 2019-08-09     | 624400              | pdonati@fabbri.it                    |
| 4371 |        58 | Soriana       | Conte      | 1979-08-20    | LIGHLG93W79M623P | 2020-02-26     | 624403              | ercole.valentini@gmail.com           |
| 4372 |        42 | Dindo         | D'angelo   | 1984-05-19    | EZEZQS60M11N421P | 2020-10-24     | 624404              | pellegrino.arturo@ricci.com          |
| 4373 |        21 | Diana         | De Santis  | 1989-05-04    | GHLJSY82C24A973O | 2020-02-10     | 624405              | pricci@yahoo.it                      |
| 4374 |        26 | Hector        | Marino     | 1989-01-22    | UXXNUI99W98K712O | 2018-07-27     | 624406              | michele61@valentini.com              |
| 4375 |         3 | Neri          | Bianco     | 1994-03-05    | BXMANE13D05H357F | 2018-06-11     | 624407              | ettore20@benedetti.it                |
| 4376 |        10 | Ortensia      | Gentile    | 1977-09-27    | PMMPQG54U88Z786C | 2018-10-09     | 624408              | gcaruso@carbone.org                  |
| 4379 |         6 | Alessandro    | Mancini    | 1992-10-07    | FPIQOE28B46N598T | 2020-02-07     | 624411              | rebecca89@giuliani.org               |
| 4380 |        12 | Vania         | Sorrentino | 1971-10-29    | GPHGLU46I19F770X | 2020-05-10     | 624412              | erossi@costantini.net                |
| 4382 |        71 | Lisa          | Neri       | 1977-08-25    | AMETLY56J63V997V | 2019-12-30     | 624414              | manfredi62@mariani.com               |
| 4383 |        61 | Rosita        | Rossi      | 1971-12-21    | LUYKDD22V01Z445G | 2019-02-05     | 624415              | jpellegrini@libero.it                |
| 4385 |        29 | Clodovea      | Rossetti   | 1985-02-03    | UDZQPB86H87H288V | 2021-04-09     | 624417              | zfontana@libero.it                   |
| 4386 |        44 | Ione          | Rinaldi    | 1977-04-26    | WHMGDK27P89H181D | 2018-10-11     | 624418              | pgrassi@montanari.net                |
| 4387 |        55 | Antonino      | Montanari  | 1973-01-31    | XHMQVR13F57S305D | 2019-06-07     | 624419              | coppola.samira@yahoo.com             |
| 4388 |        52 | Albino        | Messina    | 1989-10-15    | BFJPUW45C48Y415R | 2019-05-30     | 624420              | vricci@yahoo.it                      |
| 4389 |        66 | Erminio       | Rinaldi    | 1984-09-26    | OFFCAL94O03F448V | 2021-02-13     | 624421              | jack.rizzi@bianco.com                |
| 4390 |        39 | Demis         | Bianco     | 1988-07-06    | VMTITB81M67X715U | 2018-10-02     | 624422              | romeo00@conte.org                    |
| 4391 |        18 | Lucrezia      | Messina    | 1987-07-06    | TKXYCI24N65T155R | 2020-01-30     | 624423              | fserra@sartori.it                    |
| 4392 |        71 | Donatella     | Farina     | 1983-05-28    | KEKWTA54A90Y499L | 2020-05-24     | 624424              | danuta02@yahoo.it                    |
| 4393 |        36 | Gioacchino    | Pellegrino | 1989-09-23    | WLEEDD50J91B753Y | 2020-10-13     | 624425              | shaira.negri@libero.it               |
| 4394 |         7 | Gilda         | De Angelis | 1971-08-13    | XPCCUR24H22J125V | 2019-08-04     | 624426              | dylan83@neri.it                      |
| 4395 |        32 | Giulietta     | Lombardo   | 1983-09-12    | TFJFKZ62Y95N888Y | 2020-05-16     | 624427              | violante94@bernardi.com              |
| 4396 |        69 | Raoul         | Neri       | 1991-12-23    | LVYDZH05J44S993G | 2018-07-13     | 624428              | basile.radio@russo.com               |
| 4397 |         8 | Ruth          | Santoro    | 1992-08-03    | XXPRCY91Q21B389S | 2020-11-22     | 624429              | umberto41@martino.com                |
| 4399 |        29 | Deborah       | Sartori    | 1989-10-10    | JKKTJP89U30T230A | 2019-06-04     | 624431              | mazza.nestore@email.it               |
| 4402 |        18 | Emidio        | Montanari  | 1993-09-22    | CUOPJC40B00S143H | 2018-12-16     | 624434              | zgallo@libero.it                     |
| 4403 |        31 | Domiziano     | Conti      | 1977-09-02    | FBPVWF26I44A868Y | 2020-07-08     | 624435              | brizzi@grasso.it                     |
| 4404 |        11 | Cristyn       | Riva       | 1976-05-17    | LWOSXE45M97A880M | 2020-11-28     | 624436              | conte.samira@email.it                |
| 4405 |        32 | Romeo         | Rossi      | 1994-08-28    | YNPZBQ03Z40L864C | 2021-04-14     | 624437              | elsa.leone@monti.it                  |
| 4409 |        67 | Rosalba       | Santoro    | 1976-05-31    | YNURGU63G23R740Y | 2021-05-23     | 624441              | ecostantini@dangelo.com              |
| 4412 |        42 | Loris         | Parisi     | 1988-01-09    | MTTXYH30F58D555X | 2020-04-28     | 624444              | bconte@galli.it                      |
| 4414 |        59 | Fortunata     | Gallo      | 1979-11-10    | WXQYSN14R01A699F | 2019-12-07     | 624446              | cristyn.giuliani@email.it            |
| 4415 |        25 | Deborah       | Ricci      | 1981-03-31    | FOSSLU47U75R118B | 2019-07-10     | 624447              | egisto.grasso@gmail.com              |
| 4416 |        73 | Joseph        | Pellegrini | 1983-08-30    | TPHYIN17R86N206J | 2019-08-16     | 624448              | karim.santoro@hotmail.com            |
| 4417 |        73 | Kris          | De luca    | 1989-12-08    | MYVBUF80B21V662W | 2021-05-09     | 624449              | ldeangelis@donati.com                |
| 4420 |        21 | Donatella     | Neri       | 1976-09-04    | XYSRSO48Y23V581C | 2021-02-08     | 624452              | villa.antimo@email.it                |
| 4421 |         9 | Siro          | Testa      | 1991-09-20    | GTCRBU78I65U276Q | 2020-10-02     | 624453              | danuta.messina@libero.it             |
| 4422 |        44 | Noel          | Parisi     | 1973-03-28    | KPPYES49F02V012R | 2021-05-03     | 624454              | mlombardo@orlando.com                |
| 4423 |        68 | Ortensia      | Romano     | 1988-05-30    | TSKWPZ37G96U549Q | 2019-11-04     | 624455              | derosa.filomena@yahoo.it             |
| 4424 |        17 | Mariagiulia   | Costa      | 1987-01-27    | YAKGKM90N68D770N | 2021-05-24     | 624456              | ebenedetti@hotmail.com               |
| 4425 |        64 | Alessio       | Giuliani   | 1978-07-22    | YIIFWA99N50S309L | 2019-11-12     | 624457              | marini.piccarda@fontana.net          |
| 4426 |        14 | Zelida        | Piras      | 1983-09-10    | IKJORF30P21N889P | 2021-02-25     | 624458              | rossi.elda@libero.it                 |
| 4429 |        73 | Mattia        | Lombardo   | 1984-12-29    | CHBRJH74Q43F997Y | 2018-09-22     | 624461              | rosolino27@gmail.com                 |
| 4430 |         1 | Pericle       | Battaglia  | 1983-11-29    | ZRVEJD65M92O923Y | 2019-08-06     | 624462              | palumbo.kris@montanari.it            |
| 4431 |        68 | Rosaria       | Gatti      | 1979-07-07    | HOCFKY77Z29Y543D | 2021-03-17     | 624463              | selvaggia.neri@colombo.it            |
| 4432 |         1 | Ubaldo        | Villa      | 1972-08-24    | KGYQTZ45K72W232V | 2021-03-28     | 624464              | sarita.costa@basile.it               |
| 4434 |        16 | Renato        | Mariani    | 1994-11-25    | QIBYMC21H80F462J | 2019-03-03     | 624466              | dmarini@ferrari.com                  |
| 4435 |        10 | Naomi         | Caputo     | 1993-12-20    | ZVDNWU74Y50T220Y | 2021-02-16     | 624467              | ruggiero.miriam@ferri.com            |
